run_id,seed,stage_id,success,episodes,sentinel_win_rate,runner_win_rate,escape_rate,mean_time_to_full_capture_seconds,target_reacquisition_seconds_mean,pincer_episode_rate,exit_denial_episode_rate,trap_episode_rate,runner_checkpoint,sentinel_checkpoint
LB_3v2_memory_off_seed202_stage4,202,stage4,True,3145,0.5869634340222576,0.41303656597774246,0.312241653418124,27.883916576381363,2.5872283998151855,0.2531001589825119,0.441335453100159,0.887758346581876,results/LB_3v2_memory_off_seed202_stage4/Runner/Runner-1501088.onnx,results/LB_3v2_memory_off_seed202_stage4/Sentinel/Sentinel-1500277.onnx
